category_key	category_name
P38	Viêm rốn trẻ sơ sinh có hoặc không có chảy máu mức độ nhẹ
P39	Nhiễm khuẩn đặc hiệu khác trong thời kỳ chu sinh
P50	Mất máu thai
P51	Chảy máu rốn của trẻ sơ sinh
P52	Chảy máu nội sọ không do chấn thương của thai nhi và trẻ sơ sinh
P53	Bệnh chảy máu của thai nhi và trẻ sơ sinh
P54	Các chảy máu sơ sinh khác
P55	Bệnh huyết tán của bào thai và trẻ sơ sinh
P56	Phù thai do bệnh huyết tán
P57	Vàng da nhân xám
P58	Vàng da sơ sinh do huyết tán quá mức
P59	Vàng da sơ sinh do các nguyên nhân khác và không xác định
P60	Đông máu rải rác trong lòng mạch của thai và trẻ sơ sinh
P61	Các rối loạn huyết học chu sinh khác
P70	Các rối loạn chuyển hoá carbon hydrat thoáng qua đặc hiệu với thai và trẻ sơ sinh
P71	Các rối loạn chuyển hoá calci và magie thoáng qua của sơ sinh
P72	Các rối loạn nội tiết tạm thời khác của trẻ sơ sinh
P74	Các rối loạn chuyển hoá và điện giải tạm thời khác của trẻ sơ sinh
P75	Tắc ruột phân xu trong bệnh xơ nang
P76	Tắc ruột non khác của trẻ sơ sinh
P77	Viêm ruột hoại tử của thai nhi và trẻ sơ sinh
P78	Các rối loạn khác của hệ tiêu hoá trong thời kỳ chu sinh
P80	Hạ thân nhiệt của trẻ sơ sinh
P81	Các rối loạn điều nhiệt khác của trẻ sơ sinh
P83	Các bệnh lý khác của da đặc hiệu cho thai và trẻ sơ sinh
P90	Cơn co giật của trẻ sơ sinh
P91	Rối loạn khác của tình trạng não trẻ sơ sinh
P92	Vấn đề nuôi dưỡng sơ sinh
P93	Phản ứng và nhiễm độc thuốc dùng cho thai và trẻ sơ sinh
P94	Rối loạn trương lực cơ của trẻ sơ sinh
P95	Thai chết vì nguyên nhân không xác định
P96	Các bệnh lý khác khởi phát trong thời kỳ chu sinh
Q00	Dị tật không não và các dị tật tương tự
Q01	Thoát vị não
Q02	Tật đầu nhỏ
Q03	Não úng thuỷ bẩm sinh
Q04	Dị tật bẩm sinh khác của não
Q05	Nứt đốt sống
Q06	Các dị tật bẩm sinh khác của tuỷ sống
Q07	Dị tật bẩm sinh khác của hệ thần kinh
Q10	Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt
Q11	Các dị tật không có mắt, mắt bé, mắt to
Q12	Các dị tật bẩm sinh của thể thuỷ tinh
Q13	Dị tật bẩm sinh phần trước mắt
Q14	Các dị tật bẩm sinh phần sau của mắt
Q15	Các dị tật bẩm sinh khác của mắt
Q16	Các dị tật ở tai gây ảnh hưởng tới thính lực
Q17	Các dị tật bẩm sinh khác ở tai
Q18	Các dị tật bẩm sinh khác của mặt và cổ
Q20	Các dị tật bẩm sinh của các buồng tim và bộ phận nối
Q21	Các dị tật bẩm sinh của vách tim
Q22	Các dị tật bẩm sinh của van ba lá và động mạch phổi
Q23	Các dị tật bẩm sinh của van hai lá và động mạch chủ
Q24	Các dị tật bẩm sinh khác của tim
Q25	Các dị tật bẩm sinh của các động mạch lớn
Q26	Các dị tật bẩm sinh của các tĩnh mạch lớn
Q27	Các dị tật bẩm sinh khác của hệ thống mạch máu ngoại biên
Q28	Các dị tật bẩm sinh khác của hệ thống tuần hoàn
Q30	Các bất thường- bẩm sinh ở mũi
Q31	Các bất thường bẩm sinh của thanh quản
Q32	Các bất thường bẩm sinh ở khí quản và phế quản
Q33	Các dị tật bẩm sinh của phổi
Q34	Các bất thường bẩm sinh khác của bộ máy hô hấp
Q35	Khe hở vòm miệng
Q36	Khe hở môi
Q37	Khe hở vòm miệng cùng với khe hở môi
Q38	Các dị tật bẩm sinh khác của lưỡi, miệng và họng
Q39	Các dị tật bẩm sinh của thực quản
Q40	Các dị tật bẩm sinh khác của đường tiêu hoá trên
Q41	Không có, teo và hẹp bẩm sinh ruột non
Q42	Không có, teo và hẹp bẩm sinh đại tràng
Q43	Các dị tật bẩm sinh khác của ruột
Q44	Các dị tật bẩm sinh của túi mật, đường mật và gan
Q45	Các dị tật bẩm sinh khác của hệ tiêu hoá
Q50	Những dị tật bẩm sinh của buồng trứng, vòi trứng và dây chằng rộng
Q51	Dị tật bẩm sinh của tử cung và cổ tử cung
Q52	Các dị tật bẩm sinh khác của cơ quan sinh dục nữ
Q53	Tinh hoàn lạc chỗ
Q54	Lỗ tiểu lệnh thấp
Q55	Các dị tật bẩm sinh khác của cơ quan sinh dục nam
Q56	Không xác định giới tính và hội chứng giả lưỡng giới
Q60	Không có thận và các khuyết tật khác của thận
Q61	Các bệnh nang thận
Q62	Các bệnh lý tắc bẩm sinh của bể thận và các dị tật bẩm sinh của niệu quản
Q63	Các dị tật bẩm sinh khác của thận
Q64	Các dị tật bẩm sinh khác của hệ tiết niệu
Q65	Biến dạng bẩm sinh của khớp háng
Q66	Các biến dạng bẩm sinh của bàn chân
Q67	Các biến dạng cơ xương bẩm sinh của đầu, mặt, cột sống và ngực
Q68	Các biến dạng cơ xương bẩm sinh khác
Q69	Tật đa ngón
Q70	Tật dính ngón
Q71	Các khuyết tật thiếu hụt của chi trên
Q72	Các khuyết tật thiếu hụt của chi dưới
Q73	Các khuyết tật thiếu hụt của chi không xác định
Q74	Các dị tật bẩm sinh khác của chi
Q75	Các dị tật bẩm sinh khác của xương sọ và xương mặt
Q76	Các dị tật bẩm sinh của xương sống và xương lồng ngực
Q77	Loạn sản xương sụn với các Khuyết tật trưởng thành của các xương ống và cột sống
Q78	Các loạn sản xương sụn khác
Q79	Các dị tật bẩm sinh của hệ cơ xương, không phân loại nơi khác
Q80	Bệnh vảy cá bẩm sinh
Q81	Bong biểu bì bọng nước
Q82	Dị tật bẩm sinh khác về da
Q83	Dị tật bẩm sinh của vú
Q84	Dị tật bẩm sinh khác của bộ phận bao bọc
Q85	Hội chứng u thần kinh- da ngoại bì, không phân loại nơi khác
Q86	Các hội chứng dị tật bẩm sinh do những nguyên nhân ngoại sinh đã biết, không phân loại nơi khác
Q87	Các hội chứng dị tật bẩm sinh đặc hiệu khác ảnh hưởng nhiều hệ thống
Q89	Các dị tật bẩm sinh khác, không phân loại nơi khác
Q90	Hội chứng Down
Q91	Hội chứng Edwards và hội chứng Patau
Q92	Ba nhiễm sắc thể và một phần ba nhiễm sắc thể khác của nhiễm sắc thể thường, không phân loại nơi khác
Q93	Đơn nhiễm sắc thể và mất đoạn của nhiễm sắc thể thường, không phân loại nơi khác
Q95	Sắp xếp lại cân bằng và dấu ấn cấu trúc, không phân loại nơi khác
Q96	Hội chứng Turner
Q97	Bất thường nhiễm sắc thể giới tính khác, kiểu hình nữ, không phân loại nơi khác
Q98	Bất thường nhiễm sắc thể giới tính khác, kiểu hình nam, không phân loại nơi khác
Q99	Bất thường nhiễm sắc thể khác, không phân loại nơi khác
R00	Bất thường của nhịp tim
R01	Tiếng thổi tim và các tiếng tim khác
R02	Hoại tử, không phân loại nơi khác
R03	Bất thường số đo huyết áp, không có chẩn đoán
R04	Chảy máu đường hô hấp
R05	Ho
R06	Bất thường về thở
R07	Đau họng và ngực
R09	Triệu chứng khác liên quan tới hệ tuần hoàn và hô hấp
R10	Đau bụng và đau vùng chậu
R11	Buồn nôn và nôn
R12	Nóng rát ngực
R13	Khó nuốt
R14	Đầy hơi và các tình trạng liên quan
R15	Đại tiện mất tự chủ
R16	Gan to và lá lách to, không phân loại nơi khác
R17	Tăng bilirubin huyết, có hoặc không có vàng da, không phân loại nơi khác
R18	Cổ trướng
R19	Triệu chứng khác liên quan tới hệ tiêu hoá và bụng
R20	Rối loạn cảm giác da
R21	Ban và phát ban không đặc hiệu
R22	Sưng cục bộ, khối cục ở da và tổ chức dưới da
R23	Các thay đổi khác của da
R25	Vận động không tự chủ bất thường
R26	Bất thường dáng đi và chuyển động
R27	Thiếu phối hợp khác
R29	Triệu chứng khác liên quan tới hệ thần kinh và cơ xương
R30	Đau liên quan với tiểu tiện
R31	Đái máu không xác định
R32	Tiểu tiện mất tự chủ không xác định
R33	Bí đái
R34	Vô niệu và thiểu niệu
R35	Đa niệu
R36	Chất tiết niệu đạo
R39	Triệu chứng khác liên quan tới hệ tiết niệu
R40	Buồn ngủ, lơ mơ và hôn mê
R41	Triệu chứng khác liên quan đến chức năng nhận thức và tri giác
R42	Hoa mắt và chóng mặt
R43	Rối loạn về mùi và vị
R44	Triệu chứng cơ năng và thực thể khác về cảm giác và tri giác tổng quát
R45	Triệu chứng về trạng thái cảm xúc
R46	Triệu chứng khác liên quan đến hình dáng và hành vi
R47	Rối loạn lời nói, không phân loại nơi khác
R48	Rối loạn khả năng đọc và các rối loạn khác không phân loại nơi khác
R49	Rối loạn giọng nói
R50	Sốt không rõ nguyên nhân và khác
R51	Đau đầu
R52	Đau không phân loại nơi khác
R53	Khó chịu và mệt mỏi
R54	Lão suy do tuổi già
R55	Ngất và ngã quỵ
R56	Co giật, không phân loại nơi khác
R57	Sốc không phân loại nơi khác
R58	Chảy máu không phân loại nơi khác
R59	Hạch bạch huyết to
R60	Phù, không phân loại nơi khác
R61	Tăng tiết mồ hôi
R62	Phát triển sinh lý không bình thường như mong muốn
R63	Triệu chứng liên quan tới đồ ăn và thức uống đưa vào cơ thể
R64	Suy mòn
R65	Hội chứng đáp ứng viêm hệ thống [SIRS]
R68	Triệu chứng toàn thể khác
R69	Nguyên nhân mắc bệnh không đặc hiệu và không rõ
R70	Độ lắng hồng cầu và bất thường độ nhớt huyết tương
R71	Bất thường về hồng cầu
R72	Bất thường về bạch cầu, không phân loại nơi khác
R73	Tăng nồng độ Glucoza máu
R74	Bất thường nồng độ enzym huyết thanh
R75	Biểu hiện cận lâm sàng của vi rút gây suy giảm miễn dịch ở người (HIV)
R76	Các phát hiện bất thường khác về miễn dịch trong huyết thanh
R77	Bất thường khác về protein huyết tương
R78	Phát hiện các loại thuốc và các chất khác không thường có trong máu
R79	Các phát hiện sinh hoá máu bất thường khác
R80	Protein niệu riêng lẻ
R81	Glucose niệu
R82	Các phát hiện bất thường khác về nước tiểu
R83	Các phát hiện bất thường về dịch não tuỷ
R84	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực
R85	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hoá và ổ bụng
R86	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam
R87	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nữ
R88	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác
R90	Các phát hiện bất thường về chẩn đoán hình ảnh của hệ thần kinh trung ương
R91	Các phát hiện bất thường về chẩn đoán hình ảnh của phổi không xác định
R92	Các phát hiện bất thường về chẩn đoán hình ảnh của ngực
R93	Các phát hiện bất thường về chẩn đoán hình ảnh của các cơ quan khác
R94	Kết quả bất thường về thăm dò chức năng
R95	Hội chứng đột tử trẻ em
R96	Đột tử khác không rõ nguyên nhân
R98	Tử vong không ai biết
R99	Nguyên nhân tử vong không rõ ràng (ill- defined) khác và không xác định
S00	Tổn thương nông ở đầu
S01	Vết thương hở ở đầu
S02	Gãy xương sọ và xương mặt
S03	Trật khớp, bong gân và căng cơ của khớp và các dây chằng của đầu
S04	Tổn thương dây thần kinh sọ
S05	Tổn thương mắt và ổ mắt
S06	Tổn thương nội sọ
S07	Tổn thương giập nát của đầu
S08	Chấn thương đứt lìa phần của đầu
S09	Tổn thương khác và không xác định ở đầu
S10	Tổn thương nông của cổ
S11	Vết thương hở của cổ
S12	Gãy cổ
S13	Trật khớp, bong gân và căng cơ quá mức của khớp và các dây chằng vùng cổ
S14	Tổn thương dây thần kinh và tuỷ sống vùng cổ
S15	Tổn thương mạch máu vùng cổ
S16	Tổn thương cơ và gân vùng cổ
S17	Tổn thương giập nát vùng cổ
S18	Chấn thương đứt lìa vùng cổ
S19	Tổn thương khác và không xác định ở cổ
S20	Tổn thương nông của lồng ngực
S21	Vết thương thấu ngực
S22	Gãy xương sườn, xương ức và gai sống ngực
S23	Trật khớp, bong gân và căng cơ quá mức của khớp và dây chằng của ngực
S24	Tổn thương dây thần kinh và tuỷ sống tầm ngực
S25	Tổn thương mạch máu của ngực
S26	Tổn thương tim
S27	Tổn thương của các cơ quan trong lồng ngực khác và không xác định
S28	Tổn thương giập nát của ngực và chấn thương đứt lìa phần của ngực
S29	Tổn thương khác và không xác định của ngực
S30	Tổn thương nông của bụng, lưng dưới và vùng chậu
S31	Vết thương hở của bụng, lưng dưới và vùng chậu
S32	Gãy cột sống thắt lưng và vùng chậu
S33	Trật khớp, bong gân và giãn khớp và dây chằng cột sống thắt lưng và chậu
S34	Tổn thương dây thần kinh và dây sống tại bụng, lưng và vùng chậu
S35	Tổn thương mạch máu vùng bụng, lưng và chậu
S36	Tổn thương các cơ quan trong ổ bụng
S37	Tổn thương của hệ tiết niệu và cơ quan ở vùng chậu
S38	Tổn thương giập nát và chấn thương đứt lìa phần của bụng, lưng dưới và chậu
S39	Tổn thương khác và không xác định của bụng, lưng dưới và chậu
S40	Tổn thương nông của vai và cánh tay
S41	Vết thương hở của vai và cánh tay
S42	Gãy xương vai và xương cánh tay
S43	Trật khớp, bong gân và giãn khớp và dây chằng của vòng ngực
S44	Tổn thương dây thần kinh tại vai và cánh tay trên
S45	Tổn thương mạch máu tại vai cánh tay trên
S46	Tổn thương cơ và gân tại vai và cánh tay trên
S47	Tổn thương giập nát vai và cánh tay trên
S48	Chấn thương đứt lìa vai và cánh tay trên
S49	Tổn thương khác và không xác định ở vai và cánh tay trên
S50	Tổn thương nông ở cẳng tay
S51	Vết thương hở ở cẳng tay
S52	Gãy xương cẳng tay
S53	Trật khớp, bong gân và căng cơ của khớp và dây chằng khuỷu tay
S54	Tổn thương dây thần kinh cẳng tay
S55	Tổn thương mạch máu ở tầm cẳng tay
S56	Tổn thương cơ bắp và gân ở tầm cẳng tay
S57	Tổn thương giập nát ở cẳng tay
S58	Chấn thương đứt lìa ở cẳng tay
S59	Tổn thương khác và không xác định của cẳng tay
S60	Tổn thương nông ở cổ tay và bàn tay
S61	Vết thương hở ở cổ tay và bàn tay
S62	Gãy xương tầm cổ tay và bàn tay
S63	Trật khớp, bong gân và căng cơ của khớp và dây chằng tầm cổ tay và bàn tay
S64	Tổn thương dây thần kinh tầm cổ tay và bàn tay
S65	Tổn thương mạch máu tại tầm cổ tay và bàn tay
S66	Tổn thương cơ bắp và gân tại tầm cổ tay và bàn tay
S67	Tổn thương giập nát cổ tay và bàn tay
S68	Chấn thương đứt lìa cổ tay và bàn tay
S69	Tổn thương khác và không xác định của cổ tay và bàn tay
S70	Tổn thương nông tại hông và đùi
S71	Vết thương hở ở hông và đùi
S72	Gãy xương đùi
S73	Trật khớp, bong gân và căng cơ khớp và dây chằng khớp háng
S74	Tổn thương dây thần kinh tầm hông và đùi
S75	Tổn thương mạch máu tại tầm hông và đùi
S76	Tổn thương cơ bắp và gân tại tầm hông và đùi
S77	Tổn thương giập nát hông và đùi
S78	Chấn thương đứt lìa ở hông và đùi
S79	Tổn thương khác không xác định của hông và đùi
S80	Tổn thương nông tại cẳng chân
S81	Vết thương hở tại cẳng chân
S82	Gãy xương cẳng chân, bao gồm cổ chân
S83	Trật khớp, bong gân và căng cơ khớp và dây chằng khớp gối
S84	Tổn thương dây thần kinh tại tầm cẳng chân
S85	Tổn thương mạch máu tại tầm cẳng chân
S86	Tổn thương cơ bắp và gân tại tầm cẳng chân
S87	Tổn thương giập nát tại cẳng chân
S88	Chấn thương đứt lìa ở cẳng chân
S89	Tổn thương khác và không xác định tại cẳng chân
S90	Tổn thương nông tại cổ chân và bàn chân
S91	Vết thương hở tại cổ chân và bàn chân
S92	Vết thương hở tại cổ chân và bàn chân
S93	Trật khớp, bong gân, căng cơ khớp và dây chằng tại tầm cẳng chân và bàn chân
S94	Tổn thương dây thần kinh tại tầm cổ chân và bàn chân
S95	Tổn thương mạch máu tại tầm cổ chân và bàn chân
S96	Tổn thương cơ bắp và gân tại tầm cổ chân và bàn chân
S97	Tổn thương giập nát tại cổ chân và bàn chân
S98	Chấn thương đứt lìa cổ chân và bàn chân
S99	Tổn thương khác và không xác định của cổ chân và bàn chân
T00	Tổn thương nông liên quan nhiều vùng cơ thể
T01	Vết thương hở liên quan nhiều vùng cơ thể
T02	Gãy xương liên quan nhiều vùng cơ thể
T03	Trật khớp, bong gân, căng cơ liên quan của nhiều vùng cơ thể
T04	Tổn thương giập nát liên quan nhiều vùng cơ thể
T05	Chấn thương đứt lìa tác động nhiều vùng cơ thể
T06	Tổn thương khác tác động nhiều vùng cơ thể, không phân loại nơi khác
T07	Đa tổn thương không xác định
T08	Gãy cột sống, mức độ không xác định
T09	Tổn thương khác của cột sống và thân, tầm không xác định
T10	Gãy xương của chi trên, tầm không xác định
T11	Tổn thương khác tại chi trên, tầm không xác định
T12	Gãy xương chi dưới, tầm không xác định
T13	Tổn thương khác chi dưới, tầm không xác định
T14	Tổn thương không xác định vùng cơ thể
T15	Dị vật ở mắt ngoài
T16	Dị vật ở tai
T17	Dị vật trong đường hô hấp
T18	Dị vật trong đường tiêu hoá
T19	Dị vật trong đường tiết niệu sinh dục
T20	Bỏng và ăn mòn tại đầu và cổ
T21	Bỏng và ăn mòn tại thân mình
T22	Bỏng và ăn mòn tại vai và chi trên, trừ cổ tay và bàn tay
T23	Bỏng và ăn mòn tại cổ tay và bàn tay
T24	Bỏng và ăn mòn tại hông và chi dưới trừ cổ chân và bàn chân
T25	Bỏng và ăn mòn tại cổ chân và bàn chân
T26	Bỏng và ăn mòn giới hạn tại mắt và phần phụ của mắt
T27	Bỏng và ăn mòn đường hô hấp
T28	Bỏng và ăn mòn nội tạng khác
T29	Bỏng và ăn mòn nhiều vùng cơ thể
T30	Bỏng và ăn mòn, vùng cơ thể không xác định
T31	Bỏng phân loại theo diện tích bề mặt cơ thể bị tổn thương
T32	Ăn mòn phân loại theo diện tích bề mặt cơ thể bị tổn thương
T33	Tổn thương nông do cóng lạnh
T34	Tổn thương do cóng lạnh với hoại tử mô
T35	Tổn thương do cóng lạnh tác động nhiều vùng cơ thể và không xác định
T36	Ngộ độc do dùng kháng sinh toàn thân
T37	Ngộ độc do chất chống nhiễm trùng và chống ký sinh trùng khác dùng toàn thân
T38	Ngộ độc do nội tiết và chất tổng hợp thay thế và chất đối kháng, không phân loại nơi khác
T39	Ngộ độc do thuốc giảm đau không opioid, hạ nhiệt và chống thấp khớp
T40	Ngộ độc thuốc gây nghiện và thuốc hướng tâm thần [thuốc gây ảo giác]
T41	Ngộ độc do gây tê và khí điều trị
T42	Ngộ độc do thuốc động kinh, an thần- gây ngủ và chống hội chứng Parkison
T43	Ngộ độc do thuốc hướng tâm thần, không phân loại nơi khác
T44	Ngộ độc do thuốc tác động chủ yếu hệ thần kinh tự chủ
T45	Ngộ độc do thuốc chủ yếu toàn thân và huyết học, không phân loại nơi khác
T46	Ngộ độc do thuốc tác động chủ yếu hệ thống tim mạch
T47	Ngộ độc do thuốc tác động chủ yếu trên hệ thống tiêu hoá
T48	Ngộ độc do thuốc tác động chủ yếu trên cơ trơn và cơ xương và hệ thống hô hấp
T49	Ngộ độc do thuốc dùng tại chỗ tác động chủ yếu trên da và niêm mạc và do thuốc dùng chữa mắt, tai và răng
T50	Ngộ độc do thuốc lợi tiểu và thuốc, dược phẩm và chất sinh học khác và không xác định
T51	Ngộ độc cồn
T52	Ngộ độc dung môi hữu cơ
T53	Ngộ độc dẫn xuất halogen của hydrocarbon béo và thơm
T54	Ngộ độc chất ăn mòn
T55	Tác dụng độc của xà phòng và chất giặt tẩy
T56	Ngộ độc kim loại
T57	Ngộ độc chất vô cơ
T58	Ngộ độc carbon monoxide
T59	Ngộ độc khí khác, khói và hơi
T60	Ngộ độc thuốc trừ sâu
T61	Ngộ độc các chất độc do ăn đồ biển
T62	Ngộ độc chất độc do ăn thực phẩm
T63	Ngộ độc do tiếp xúc với động vật tiết nọc độc
T64	Ngộ độc do thực phẩm nhiễm aflatoxin và độc tố nấm khác
T65	Ngộ độc do chất khác và không xác định
T66	Tác dụng không xác định của tia xạ
T67	Tác dụng do nhiệt và ánh sáng
T68	Hạ thân nhiệt
T69	Tác dụng khác của giảm nhiệt độ
T70	Tác động của áp lực không khí và áp lực nước
T71	Ngạt thở
T73	Tác động của các thiếu hụt khác
T74	Hội chứng bị ngược đãi
T75	Tác động của các nguyên nhân ngoại sinh khác
T76	Các tác dụng không xác định của nguyên nhân ngoại sinh
T78	Tác dụng phụ, không phân loại nơi khác
T79	Một số biến chứng sớm của chấn thương, không phân loại nơi khác
T80	Biến chứng sau truyền dịch, truyền máu và tiêm thuốc
T81	Biến chứng của phẫu thuật, thủ thuật, không phân loại nơi khác
T82	Biến chứng các thiết bị nhân tạo của tim và huyết quản, implant và vật ghép
T83	Biến chứng của thiết bị nhân tạo cơ quan tiết niệu sinh dục, implant và vật ghép
T84	Biến chứng của thiết bị chỉnh hình bên trong, implant và vật ghép
T85	Biến chứng của thiết bị nhân tạo bên trong khác, implant và vật ghép
T86	Thất bại và thải bỏ ghép phủ tạng và tổ chức
T87	Các biến chứng đặc biệt do nối lại và cắt cụt
T88	Biến chứng khác trong phẫu thuật và điểu trị nội khoa, không phân loại nơi khác
T90	Di chứng tổn thương đầu
T91	Di chứng tổn thương cổ và thân mình
T92	Di chứng tổn thương chi trên
T93	Di chứng tổn thương chi dưới
T94	Di chứng tổn thương và không xác định vùng cơ thể
T95	Di chứng bỏng, ăn mòn và tổn thương do cóng lạnh
T96	Di chứng ngộ độc do thuốc, dược phẩm và chất sinh học
T97	Di chứng nhiễm độc chất có nguồn gốc chủ yếu không phải dược phẩm
T98	Di chứng do tác động khác và không xác định của các nguyên nhân từ bên ngoài
V01	Người đi bộ bị thương do va chạm với xe đạp
V02	Người đi bộ bị thương do va chạm với xe cơ giới 2- 3 bánh
V03	Người đi bộ bị thương do va chạm với ô tô, xe bán tải hoặc xe tải nhẹ
V04	Người đi bộ bị thương do va chạm với xe tải hạng nặng, xe buýt
V05	Người đi bộ bị thương do va chạm với tàu hoả, ô tô ray
V06	Người đi bộ bị thương do va chạm với xe thô sơ khác
V09	Người đi bộ bị thương trong những tai nạn giao thông khác và không xác định
V10	Người đi xe đạp bị thương vì va chạm với người đi bộ hay súc vật
V11	Người đi xe đạp bị thương do va chạm với người đạp xe đạp khác
V12	Người đi xe đạp bị thương do va chạm với mô tô 2- 3 bánh
V13	Người đi xe đạp bị thương khi va chạm với ô tô, xe bán tải và xe tải nhẹ
V14	Người đi xe đạp bị thương khi va chạm với xe tải hay xe buýt
V15	Người đi xe đạp bị thương khi va chạm với tàu hoả, ô tô ray
V16	Người đi xe đạp bị thương khi va chạm với xe thô sơ khác
V17	Người đi xe đạp bị thương khi va chạm với vật cố định hay tĩnh vật
V18	Người đi xe đạp bị thương trong tai nạn giao thông không có va chạm
V19	Người đi xe đạp bị thương trong những tai nạn giao thông khác và không xác định
V20	Người đi xe máy bị thương khi va chạm với người đi bộ hay súc vật
V21	Người đi xe máy bị thương khi va chạm với xe đạp
V22	Người đi xe máy bị thương khi va chạm với mô tô 2- 3 bánh
V23	Người đi xe máy bị thương khi va chạm với ô tô, xe bán tải hay xe tải nhẹ
V24	Người đi xe máy bị thương khi va chạm với xe tải nặng hay xe buýt
V25	Người đi xe máy bị thương khi va chạm với tàu hoả, ô tô ray
V26	Người đi xe máy bị thương khi va chạm với xe thô sơ khác
V27	Người đi xe máy bị thương khi va chạm với vật cố định hay tĩnh vật
V28	Người đi xe máy bị thương trong tai nạn giao thông không có va chạm
V29	Người đi xe máy bị thương trong tai nạn giao thông khác và không xác định
V30	Người đi xe cơ giới 3 bánh bị thương khi va chạm với người đi bộ hay súc vật
V31	Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp
V32	Người đi xe cơ giới 3 bánh bị thương khi va chạm với cơ giới 2 hoặc 3 bánh
V33	Người đi xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ
V34	Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt
V35	Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray
V36	Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác
V37	Người đi xe cơ giới 3 bánh bị thương khi va chạm với vật cố định hay tĩnh vật
V38	Người đi xe cơ giới 3 bánh bị thương trong tai nạn giao thông không có va chạm
V39	Người đi xe cơ giới 3 bánh bị thương trong tai nạn giao thông khác và không xác định
V40	Người đi xe ô tô con bị thương khi va chạm với người đi bộ hay súc vật
V41	Người đi xe ô tô con bị thương khi va chạm với xe đạp
V42	Người đi xe ô tô con bị thương khi va chạm với xe cơ giới 2 hoặc 3 bánh
V43	Người đi xe ô tô con bị thương khi va chạm với xe ô tô con, xe bán tải hoặc xe tải nhẹ
V44	Người đi xe ô tô con bị thương khi va chạm với xe tải nặng hay xe buýt
V45	Người đi xe ô tô con bị thương khi va chạm với tàu hoả hay ô tô ray
V46	Người đi xe ô tô con bị thương khi va chạm với xe thô sơ khác
V47	Người đi xe ô tô con bị thương khi va chạm với vật cố định hay tĩnh vật
V48	Người đi trên ô tô bị thương trong tai nạn giao thông không có va chạm
V49	Người đi xe ô tô con bị thương trong tai nạn giao thông khác và không xác định
V50	Người đi xe bán tải, xe tải nhẹ bị thương do va chạm với người đi bộ hay súc vật
V51	Người đi xe bán tải, xe tải nhẹ bị thương do va chạm với xe đạp
V52	Người đi xe bán tải, xe tải nhẹ bị thương do va chạm với xe cơ giới 2 hoặc 3 bánh
V53	Người đi xe bán tải, xe tải nhẹ bị thương do va chạm với ô tô, tải, xe kéo
V54	Người đi xe bán tải, xe tải nhẹ bị thương do va chạm với xe tải nặng hay xe buýt
V55	Người đi xe bán tải, xe tải nhẹ bị thương do va chạm với tàu hoả, ô tô ray
V56	Người đi xe bán tải, xe tải nhẹ bị thương do va chạm với xe thô sơ khác
V57	Người đi xe bán tải, xe tải nhẹ bị thương do va chạm với vật cố định hay tĩnh vật
V58	Người đi xe bán tải, xe tải nhẹ bị thương trong tai nạn giao thông không va chạm
V59	Người đi xe bán tải, xe tải nhẹ bị thương trong tai nạn giao thông khác và không xác định
V60	Người đi xe tải nặng bị thương khi va chạm với người đi bộ hay súc vật
V61	Người đi xe tải nặng bị thương khi va chạm với xe đạp
V62	Người đi xe tải nặng bị thương khi va chạm với xe cơ giới 2 hoặc 3 bánh
V63	Người đi xe tải nặng bị thương khi va chạm với ô tô, tải, xe kéo
V64	Người đi xe tải nặng bị thương khi va chạm với xe tải nặng hay xe buýt
V65	Người đi xe tải nặng bị thương khi va chạm với tàu hoả hay ô tô ray
V66	Người đi xe tải nặng bị thương khi va chạm với xe thô sơ khác
V67	Người đi xe tải nặng bị thương khi va chạm với vật cố định hay tĩnh vật
V68	Người đi xe tải nặng bị thương trong Tai nạn giao thông không có va chạm
V69	Người đi xe tải nặng bị thương trong Tai nạn giao thông khác và không xác định
V70	Người đi xe buýt bị thương khi va chạm với người đi bộ hay súc vật
V71	Người đi xe buýt bị thương khi va chạm với xe đạp
V72	Người đi xe buýt bị thương khi va chạm với xe cơ giới 2 hoặc 3 bánh
V73	Người đi xe buýt bị thương khi va chạm với ô tô, xe tải hoặc bán tải
V74	Người đi xe buýt bị thương khi va chạm với xe tải nặng hoặc xe buýt
V75	Người đi xe buýt bị thương khi va chạm với tàu hoả hay phương tiện chạy trên ray
V76	Người đi xe buýt bị thương khi va chạm với xe không có động cơ khác
V77	Người đi xe buýt bị thương khi va chạm với vật cố định hay tĩnh vật
V78	Người đi xe buýt bị thương trong tai nạn giao thông không có va chạm
V79	Người đi xe buýt bị thương trong tai nạn giao thông khác và không xác định
